application_id,score,pd,qaror,sabab,sabab_texnik,asosiy_omil,tavsiya_summa,limit,dti,pti,income_cv,scorecard_version
AP002184,648.8,0.022514,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 13 113 043 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 408 285 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 10 878 894 so'm qoladi; bandlik turingiz (qurilish) barqaror daromad beradi; oylik daromadingiz 11 287 179 so'm — yetarli daraja. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 649 (PD 2.3%), DTI 3.6% shift ichida. Asosiy ijobiy omillar: To'lovlardan keyingi erkin pul (+9 ball), Bandlik turi (+9 ball), Oylik daromad medianasi (+9 ball). Tasdiqlangan summa 13 113 043 so'm.",Bank oqimi / deklaratsiya (-2 ball),13113043,126800000,0.0362,0.0362,0.037,v1
AP002185,641.6,0.028675,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 7% i; barcha to'lovlardan keyin oyiga 14 683 903 so'm qoladi; oylik daromadingiz 17 041 581 so'm — yetarli daraja. Nima qilish mumkin: Daromadingizni muntazam bank hisobiga o'tkazing — barqaror oqim ballni oshiradi.,"Qo'lda ko'rib chiqish: Daromad juda o'zgaruvchan (CV 0.43) — barqarorlik past. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-11), Daromad trendi (2-yarim/1-yarim) (-7). Ball 642, tavsiya etilgan limit 19 800 717 so'm.",Bank oqimi / deklaratsiya (-11 ball),19800717,108600000,0.1383,0.0638,0.4261,v1
AP002186,647.7,0.023343,MAQULLANDI,"Tabriklaymiz — kredit ma'qullandi. 22 022 405 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 1 208 777 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; bankimiz bilan tarixingiz qisqa — 2 yil 6 oy, sizni hali yaxshi bilmaymiz; o'tmishda 45 kunlik kechikish qayd etilgan. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 8% i; ish stajingiz uzoq — 12 yil 4 oy; bandlik turingiz (byudjet) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Ma'qullandi: ball 648 (PD 2.3%), DTI 40.9% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Ish staji (oy) (+13 ball), Bandlik turi (+11 ball). Tasdiqlangan summa 22 022 405 so'm.",Bank oqimi / deklaratsiya (-4 ball),22022405,23200000,0.4092,0.3313,0.0238,v1
AP002187,612.9,0.073923,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: oylik daromadingiz 2 874 016 so'm — so'ralgan summa uchun kam; oxirgi oylarda daromadingiz kamaygan; xarajatlaringiz daromadning 69% ini yeb qo'yadi. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 1 926 573 so'm qoladi; ish stajingiz uzoq — 8 yil 1 oy; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 613 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Oylik daromad medianasi (-3), Daromad trendi (2-yarim/1-yarim) (-2). Ball 613, tavsiya etilgan limit 17 261 226 so'm.",Oylik daromad medianasi (-3 ball),17261226,0,0.3297,0.3297,0.2657,v1
AP002188,640.3,0.030002,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 9 991 425 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 1 803 845 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 8 990 662 so'm qoladi; oylik daromadingiz 10 794 506 so'm — yetarli daraja; ish stajingiz uzoq — 7 yil 8 oy. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 640 (PD 3.0%), DTI 16.7% shift ichida. Asosiy ijobiy omillar: To'lovlardan keyingi erkin pul (+9 ball), Oylik daromad medianasi (+9 ball), Ish staji (oy) (+5 ball). Tasdiqlangan summa 9 991 425 so'm.",Bank oqimi / deklaratsiya (-4 ball),9991425,20900000,0.1671,0.1671,0.0344,v1
AP002189,599.6,0.112424,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 39 361 135 so'm ni to'liq bera olmaymiz, lekin 7 200 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 299 883 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; mavjud qarz qoldig'i yillik daromadingizdan 0.5 barobar; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; bank hisobingizdagi tushum deklaratsiya bilan mos; yangi kreditsiz ham qarz yukingiz past — daromadning 21% i. Nima qilish mumkin: To'lov qobiliyatingiz 7 200 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 178.6% — shift 50.0%; taklif: 7 200 000 so'm; Yangi to'lov daromadning 157.7% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: To'lovlardan keyingi erkin pul (-15), Qarz qoldig'i / yillik daromad (-11). Ball 600, tavsiya etilgan limit 7 200 000 so'm.",To'lovlardan keyingi erkin pul (-15 ball),7200000,0,1.7857,1.5769,0.1706,v1
AP002190,651.5,0.020524,MAQULLANDI,"Tabriklaymiz — kredit ma'qullandi. 13 069 550 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 2 359 568 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; bankimiz bilan tarixingiz qisqa — 1 yil 8 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 6% i; oylik daromadingiz 6 764 220 so'm — yetarli daraja; bandlik turingiz (byudjet) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Ma'qullandi: ball 652 (PD 2.1%), DTI 40.6% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Oylik daromad medianasi (+12 ball), Bandlik turi (+11 ball). Tasdiqlangan summa 13 069 550 so'm.",Bank oqimi / deklaratsiya (-11 ball),13069550,13100000,0.4061,0.3488,0.0373,v1
AP002191,620.9,0.05713,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: ish stajingiz qisqa — atigi 1 yil 9 oy; bankimiz bilan tarixingiz qisqa — 2 yil 3 oy, sizni hali yaxshi bilmaymiz; xarajatlaringiz daromadning 63% ini yeb qo'yadi. Foydangizga ishladi: oylik daromadingiz 7 650 016 so'm — yetarli daraja; bandlik turingiz (byudjet) barqaror daromad beradi; barcha to'lovlardan keyin oyiga 6 767 960 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Qo'lda ko'rib chiqish: Ball 621 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Bank bilan tarix (oy) (-4). Ball 621, tavsiya etilgan limit 4 885 673 so'm.",Ish staji (oy) (-15 ball),4885673,0,0.1153,0.1153,0.0323,v1
AP002192,643.9,0.026591,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 23 876 414 so'm ni to'liq bera olmaymiz, lekin 22 100 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 2 132 782 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; xarajatlaringiz daromadning 72% ini yeb qo'yadi; o'tmishda 45 kunlik kechikish qayd etilgan. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; barcha to'lovlardan keyin oyiga 6 943 830 so'm qoladi; bandlik turingiz (xususiy) barqaror daromad beradi. Nima qilish mumkin: So'rovni 22 100 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 1 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi. Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 51.2% — shift 50.0%; taklif: 22 100 000 so'm. Diqqat talab qiladigan omillar: Daromad trendi (2-yarim/1-yarim) (-7), Sarf intensivligi (chiqim/kirim) (-4). Ball 644, tavsiya etilgan limit 22 100 000 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),22100000,22100000,0.5115,0.1621,0.1529,v1
AP002193,622.6,0.053954,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: ish stajingiz qisqa — atigi 10 oy; daromadning 19% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; xarajatlaringiz daromadning 71% ini yeb qo'yadi. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 4% i; oylik daromadingiz 7 438 726 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 6 337 035 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 623 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Naqd yechish ulushi (-4). Ball 623, tavsiya etilgan limit 14 152 515 so'm.",Ish staji (oy) (-15 ball),14152515,0,0.1481,0.1044,0.0361,v1
AP002194,645.0,0.025588,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 10 733 945 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 1 035 890 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; xarajatlaringiz daromadning 64% ini yeb qo'yadi. Foydangizga ishladi: oylik daromadingiz 7 195 318 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 6 159 428 so'm qoladi; bandlik turingiz (qurilish) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 645 (PD 2.6%), DTI 14.4% shift ichida. Asosiy ijobiy omillar: Oylik daromad medianasi (+12 ball), To'lovlardan keyingi erkin pul (+9 ball), Bandlik turi (+9 ball). Tasdiqlangan summa 10 733 945 so'm.",Bank oqimi / deklaratsiya (-4 ball),10733945,26000000,0.144,0.144,0.0349,v1
AP002195,669.4,0.011137,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 4 710 120 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 850 362 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 9% i; ish stajingiz uzoq — 10 yil 2 oy; barcha to'lovlardan keyin oyiga 8 377 986 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 669 (PD 1.1%), DTI 17.6% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Ish staji (oy) (+13 ball), To'lovlardan keyingi erkin pul (+9 ball). Tasdiqlangan summa 4 710 120 so'm.",Bank oqimi / deklaratsiya (-2 ball),4710120,19700000,0.1757,0.0837,0.0298,v1
AP002196,611.9,0.076319,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 29 349 125 so'm ni to'liq bera olmaymiz, lekin 7 500 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 411 664 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oylik daromadingiz 1 177 723 so'm — so'ralgan summa uchun kam; bank hisobingizdagi tushum deklaratsiya bilan mos; oila a'zosiga oyiga atigi 392 574 so'm to'g'ri keladi. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; xarajatlaringiz daromadning 68% i — tejamkor; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: To'lov qobiliyatingiz 7 500 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 2 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 136.8% — shift 50.0%; taklif: 7 500 000 so'm; Yangi to'lov daromadning 136.8% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Oylik daromad medianasi (-11), Bank oqimi / deklaratsiya (-4). Ball 612, tavsiya etilgan limit 7 500 000 so'm.",Oylik daromad medianasi (-11 ball),7500000,0,1.3678,1.3678,0.0302,v1
AP002197,560.6,0.328781,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 56% ini oladi; ish stajingiz qisqa — atigi 1 yil 5 oy; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: oylik daromadingiz 12 736 636 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 3 801 247 so'm qoladi; mavjud qarz qoldig'i yillik daromadingizga nisbatan kichik. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 70.2% — shift 50.0%; to'lov qobiliyati qolmagan; Defolt ehtimoli 32.9% — shift 20.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), Ish staji (oy) (-15 ball). Yakuniy ball 561.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,0.7016,0.1437,0.2422,v1
AP002198,625.7,0.04877,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: bandlik turingiz (qurilish) barqaror daromad beradi; barcha to'lovlardan keyin oyiga 4 050 880 so'm qoladi; xarajatlaringiz daromadning 73% i — tejamkor. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 626 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Daromad trendi (2-yarim/1-yarim) (-7), Daromad o'zgaruvchanligi (CV) (-1). Ball 626, tavsiya etilgan limit 8 804 965 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),8804965,0,0.0962,0.0612,0.2588,v1
AP002199,631.7,0.03996,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 33 797 679 so'm ni to'liq bera olmaymiz, lekin 31 500 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 302 953 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; bankimiz bilan tarixingiz qisqa — 3 yil 2 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; xarajatlaringiz daromadning 68% i — tejamkor; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: So'rovni 31 500 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 3 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: Yangi to'lov daromadning 37.5% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-4), Bank bilan tarix (oy) (-4). Ball 632, tavsiya etilgan limit 31 500 000 so'm.",Bank oqimi / deklaratsiya (-4 ball),31500000,31500000,0.3753,0.3753,0.0351,v1
AP002200,659.7,0.01554,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 6 605 158 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 362 547 so'm bo'ladi. To'sqinlik qildi: oylik daromadingiz 2 609 762 so'm — so'ralgan summa uchun kam; xarajatlaringiz daromadning 68% ini yeb qo'yadi. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; yangi kreditsiz ham qarz yukingiz past — daromadning 7% i; bandlik turingiz (qurilish) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 660 (PD 1.6%), DTI 20.5% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Bandlik turi (+9 ball). Tasdiqlangan summa 6 605 158 so'm.",Oylik daromad medianasi (-3 ball),6605158,16600000,0.2051,0.1389,0.0314,v1
AP002201,650.8,0.021062,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 14 466 608 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 450 430 so'm bo'ladi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; o'tmishda 45 kunlik kechikish qayd etilgan; xarajatlaringiz daromadning 62% ini yeb qo'yadi. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; yangi kreditsiz ham qarz yukingiz past — daromadning 14% i; barcha to'lovlardan keyin oyiga 10 471 233 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 651 (PD 2.1%), DTI 17.9% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), Mavjud qarz yuki (yangi kreditsiz) (+14 ball), To'lovlardan keyingi erkin pul (+9 ball). Tasdiqlangan summa 14 466 608 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),14466608,143300000,0.179,0.0353,0.3144,v1
AP002202,620.8,0.057229,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 22 590 972 so'm ni to'liq bera olmaymiz, lekin 12 600 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 215 975 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; daromadning 19% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; bankimiz bilan tarixingiz qisqa — 1 yil 7 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: bandlik turingiz (qurilish) barqaror daromad beradi; oxirgi oylarda daromadingiz o'sgan; barcha to'lovlardan keyin oyiga 1 317 627 so'm qoladi. Nima qilish mumkin: To'lov qobiliyatingiz 12 600 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 1 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 62.3% — shift 50.0%; taklif: 12 600 000 so'm; Yangi to'lov daromadning 62.3% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-4), Naqd yechish ulushi (-4). Ball 621, tavsiya etilgan limit 12 600 000 so'm.",Bank oqimi / deklaratsiya (-4 ball),12600000,0,0.6233,0.6233,0.0231,v1
AP002203,551.2,0.404011,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 100% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; mavjud qarz qoldig'i yillik daromadingizdan 0.3 barobar. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; ish stajingiz uzoq — 13 yil. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 163.5% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 63.2% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 551.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,1.6349,0.6319,0.0317,v1
AP002204,621.6,0.055774,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: oylik daromadingiz 2 240 503 so'm — so'ralgan summa uchun kam; bank hisobingizdagi tushum deklaratsiya bilan mos; daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; xarajatlaringiz daromadning 66% i — tejamkor; barcha to'lovlardan keyin oyiga 1 562 780 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 622 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Oylik daromad medianasi (-11), Bank oqimi / deklaratsiya (-4). Ball 622, tavsiya etilgan limit 12 347 264 so'm.",Oylik daromad medianasi (-11 ball),12347264,0,0.3025,0.3025,0.0269,v1
AP002205,634.1,0.036976,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 25 210 091 so'm ni to'liq bera olmaymiz, lekin 19 200 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 053 859 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oylik daromadingiz 3 012 347 so'm — so'ralgan summa uchun kam; xarajatlaringiz daromadning 65% ini yeb qo'yadi. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; barcha to'lovlardan keyin oyiga 1 628 603 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: So'rovni 19 200 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 2 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: Yangi to'lov daromadning 45.9% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Oylik daromad medianasi (-3), Sarf intensivligi (chiqim/kirim) (-3). Ball 634, tavsiya etilgan limit 19 200 000 so'm.",Oylik daromad medianasi (-3 ball),19200000,19200000,0.4594,0.4594,0.0347,v1
